director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Prabhu Deva,Salman Khan,Ayesha Takia,Vinod Khanna,Action Crime Thriller,wanted,"Salman Khan Ayesha Takia Vinod Khanna Prabhu Deva Action, Crime, Thriller"
Ambrish Sangal,Mithun Chakraborty,Tina Ambani,Asrani,Action Crime Drama,wanted: dead or alive,"Mithun Chakraborty Tina Ambani Asrani Ambrish Sangal Action, Crime, Drama"
Jaimin Bal,Aryan Neeraaj Anand,Vipin Bhardwaj,Pooja Chauhan,Crime Thriller,wanton,"Aryan Neeraaj Anand Vipin Bhardwaj Pooja Chauhan Jaimin Bal Crime, Thriller"
Satyen Bose,Ajay Verekar,Alka,Satyajeet,Drama Family,wapas,"Ajay Verekar Alka Satyajeet Satyen Bose Drama, Family"
Yash Chopra,Sunil Dutt,Sadhana,Raaj Kumar,Drama Romance,waqt,"Sunil Dutt Sadhana Raaj Kumar Yash Chopra Drama, Romance"
Bharat Rangachary,Akshay Kumar,Sunil Shetty,Ayesha Jhulka,Action Comedy Romance,waqt hamara hai,"Akshay Kumar Sunil Shetty Ayesha Jhulka Bharat Rangachary Action, Comedy, Romance"
Manmohan,Manmohan Sabir,Akashdeep,Moon Moon Sen,Action,waqt ka badshah,Manmohan Sabir Akashdeep Moon Moon Sen Manmohan Action
K. Bapaiah,Sridevi,Krishna,Raogopalrao,Action,waqt ka shahenshah,Sridevi Krishna Raogopalrao K. Bapaiah Action
Kukoo Kapoor,Deepak Parashar,Rati Agnihotri,Nasir Hussain,Musical,waqt ke shehzade,Deepak Parashar Rati Agnihotri Nasir Hussain Kukoo Kapoor Musical
K. Bapaiah,Vikas Anand,Asrani,Mithun Chakraborty,Action Crime Drama,waqt ki awaz,"Vikas Anand Asrani Mithun Chakraborty K. Bapaiah Action, Crime, Drama"
Ravi Tandon,Sanjeev Kumar,Jeetendra,Shatrughan Sinha,Action Crime Drama,waqt ki deewar,"Sanjeev Kumar Jeetendra Shatrughan Sinha Ravi Tandon Action, Crime, Drama"
Desh Gautam,Shoma Anand,Yogeeta Bali,Vijayendra Ghatge,Action Crime Drama,waqt ki pukar,"Shoma Anand Yogeeta Bali Vijayendra Ghatge Desh Gautam Action, Crime, Drama"
Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Priyanka Chopra Jonas,Comedy Drama Family,waqt: the race against time,"Amitabh Bachchan Akshay Kumar Priyanka Chopra Jonas Vipul Amrutlal Shah Comedy, Drama, Family"
Santosh Saroj,Vijayendra Ghatge,Helen,Kader Khan,Action Crime Drama,waqt-waqt ki baat,"Vijayendra Ghatge Helen Kader Khan Santosh Saroj Action, Crime, Drama"
Siddharth Anand,Hrithik Roshan,Tiger Shroff,Vaani Kapoor,Action Adventure Thriller,war,"Hrithik Roshan Tiger Shroff Vaani Kapoor Siddharth Anand Action, Adventure, Thriller"
Faraz Haider,Sharman Joshi,Soha Ali Khan,Javed Jaffrey,Comedy War,war chhod na yaar,"Sharman Joshi Soha Ali Khan Javed Jaffrey Faraz Haider Comedy, War"
Ravikant Nagaich,Mithun Chakraborty,Kaajal Kiran,Shakti Kapoor,Action Thriller,wardat,"Mithun Chakraborty Kaajal Kiran Shakti Kapoor Ravikant Nagaich Action, Thriller"
Ramanna,Jeetendra,Hema Malini,Prem Chopra,Comedy Drama,waris,"Jeetendra Hema Malini Prem Chopra Ramanna Comedy, Drama"
Nitin Bose,Talat Mahmood,Suraiya,Nadira,Drama Family,waris,"Talat Mahmood Suraiya Nadira Nitin Bose Drama, Family"
Gurmmeet Singh,Vishal Chaturvedi,Santosh Barmola,Jitin Gulati,Adventure Thriller,warning,"Vishal Chaturvedi Santosh Barmola Jitin Gulati Gurmmeet Singh Adventure, Thriller"
Pramod Chakravorty,Dev Anand,Zeenat Aman,Pran,Action Thriller,warrant,"Dev Anand Zeenat Aman Pran Pramod Chakravorty Action, Thriller"
Param Gill,Niharica Raizada,Rajat Barmecha,Om Puri,Action Thriller,warrior savitri,"Niharica Raizada Rajat Barmecha Om Puri Param Gill Action, Thriller"
Rama Rao Tatineni,Sunil Dutt,Dharmendra,Mithun Chakraborty,Action Drama Thriller,watan ke rakhwale,"Sunil Dutt Dharmendra Mithun Chakraborty Rama Rao Tatineni Action, Drama, Thriller"
Deepa Mehta,Lisa Ray,John Abraham,Seema Biswas,Drama,water,Lisa Ray John Abraham Seema Biswas Deepa Mehta Drama
Bejoy Nambiar,Amitabh Bachchan,Farhan Akhtar,Aditi Rao Hydari,Action Crime Drama,wazir,"Amitabh Bachchan Farhan Akhtar Aditi Rao Hydari Bejoy Nambiar Action, Crime, Drama"
Siddharth Malhotra,Kareena Kapoor,Kajol,Arjun Rampal,Comedy Drama Family,we are family,"Kareena Kapoor Kajol Arjun Rampal Siddharth Malhotra Comedy, Drama, Family"
Jaidev Chakraborty,Addy,Ashok Asrani,Bhupindder Bhoopii,Drama,we r friends,Addy Ashok Asrani Bhupindder Bhoopii Jaidev Chakraborty Drama
Shekhar S. Jha,Nana Patekar,Mahie Gill,Priyanshu Chatterjee,Drama,wedding anniversary,Nana Patekar Mahie Gill Priyanshu Chatterjee Shekhar S. Jha Drama
Binod Pradhan,Diganth,Anushka Ranjan,Sonnalli Seygall,Comedy Romance,wedding pullav,"Diganth Anushka Ranjan Sonnalli Seygall Binod Pradhan Comedy, Romance"
Anees Bazmee,Akshay Kumar,Katrina Kaif,Nana Patekar,Comedy Romance,welcome,"Akshay Kumar Katrina Kaif Nana Patekar Anees Bazmee Comedy, Romance"
Ashish R. Mohan,Arshad Warsi,Jackky Bhagnani,Lauren Gottlieb,Action Comedy War,welcome 2 karachi,"Arshad Warsi Jackky Bhagnani Lauren Gottlieb Ashish R. Mohan Action, Comedy, War"
Anees Bazmee,John Abraham,Anil Kapoor,Nana Patekar,Action Comedy Crime,welcome back,"John Abraham Anil Kapoor Nana Patekar Anees Bazmee Action, Comedy, Crime"
Pushkar Mahabal,Kashmira Irani,Swarda Thigle,Shashi Bhushan,Crime Drama Horror,welcome home,"Kashmira Irani Swarda Thigle Shashi Bhushan Pushkar Mahabal Crime, Drama, Horror"
Milroy Goes,Sohan Borcar,Joanne Da Cunha,Razak Khan,Crime Mystery Thriller,welcome m1ll10ns,"Sohan Borcar Joanne Da Cunha Razak Khan Milroy Goes Crime, Mystery, Thriller"
Mohsin Abrar,Bandana Basnett,Renuka Arora Bhagat,Muhammad Fazrul,Drama,welcome on board,Bandana Basnett Renuka Arora Bhagat Muhammad Fazrul Mohsin Abrar Drama
Asad Shan,Asad Shan,Sabeeka Imam,Metin Ahmet,Drama Romance Thriller,welcome to london,"Asad Shan Sabeeka Imam Metin Ahmet Asad Shan Drama, Romance, Thriller"
Chakri Toleti,Richard Harris,Jasmine Kaur,Sonakshi Sinha,Comedy Drama,welcome to new york,"Richard Harris Jasmine Kaur Sonakshi Sinha Chakri Toleti Comedy, Drama"
Shyam Benegal,Shreyas Talpade,Amrita Rao,Ravi Kishan,Comedy Drama,welcome to sajjanpur,"Shreyas Talpade Amrita Rao Ravi Kishan Shyam Benegal Comedy, Drama"
Shyam Benegal,Boman Irani,Minissha Lamba,Sammir Dattani,Comedy,well done abba!,Boman Irani Minissha Lamba Sammir Dattani Shyam Benegal Comedy
Megha Ramaswamy,Yashaswini Dayama,Karanvir Malhotra,Abhay Deol,Drama,what are the odds?,Yashaswini Dayama Karanvir Malhotra Abhay Deol Megha Ramaswamy Drama
Naseeruddin Shah,Paresh Rawal,Irrfan Khan,Jimmy Sheirgill,Drama,what if?,Paresh Rawal Irrfan Khan Jimmy Sheirgill Naseeruddin Shah Drama
Gurmmeet Singh,Manu Rishi Chadha,Naresh Gosain,Dimple Kapadia,Adventure Comedy Drama,what the fish,"Manu Rishi Chadha Naresh Gosain Dimple Kapadia Gurmmeet Singh Adventure, Comedy, Drama"
Ashutosh Gowariker,Harman Baweja,Priyanka Chopra Jonas,Anjan Srivastav,Comedy Drama Romance,what's your raashee?,"Harman Baweja Priyanka Chopra Jonas Anjan Srivastav Ashutosh Gowariker Comedy, Drama, Romance"
Manan Katohora,Ammara Ali,Chriselle Almeida,Samrat Chakrabarti,Drama Romance,when kiran met karen,"Ammara Ali Chriselle Almeida Samrat Chakrabarti Manan Katohora Drama, Romance"
Sooraj R. Barjatya,Salman Khan,Bhagyashree,Alok Nath,Drama Musical Romance,when love calls,"Salman Khan Bhagyashree Alok Nath Sooraj R. Barjatya Drama, Musical, Romance"
Sudhish Kumar Sharma,Amrita Acharya,Muntazir Ahmad,Kimti Anand,Comedy,when obama loved osama,Amrita Acharya Muntazir Ahmad Kimti Anand Sudhish Kumar Sharma Comedy
Deepak Sareen,Salman Khan,Twinkle Khanna,Johnny Lever,Comedy Drama Romance,when one falls in love,"Salman Khan Twinkle Khanna Johnny Lever Deepak Sareen Comedy, Drama, Romance"
Madhur Bhandarkar,Aleksey Fedorchenko,Zhangke Jia,Jahmil X.T. Qubeka,Drama,where has the time gone?,Aleksey Fedorchenko Zhangke Jia Jahmil X.T. Qubeka Madhur Bhandarkar Drama
Dharan Mandrayar,Sonali Kulkarni,Amardeep Jha,Amruta Subhash,Drama,white rainbow,Sonali Kulkarni Amardeep Jha Amruta Subhash Dharan Mandrayar Drama
Ajay Devaloka,Sajin Saleem,Akhil,Arjun,Mystery Sci-Fi,who,"Sajin Saleem Akhil Arjun Ajay Devaloka Mystery, Sci-Fi"
Ejaz Ahmed,Rajbeer Singh,Kalpana Mathur,Gagan Kang,Horror Thriller,who's there?,"Rajbeer Singh Kalpana Mathur Gagan Kang Ejaz Ahmed Horror, Thriller"
Soumik Sen,Emraan Hashmi,Shreya Dhanwanthary,Snighdadeep Chatterji,Crime Drama,why cheat india,"Emraan Hashmi Shreya Dhanwanthary Snighdadeep Chatterji Soumik Sen Crime, Drama"
Aditya Datt,Shreyas Talpade,Rajeev Khandelwal,Mugdha Godse,Comedy,will you marry me,Shreyas Talpade Rajeev Khandelwal Mugdha Godse Aditya Datt Comedy
Aryan Neeraaj Anand,Shubhanshu Satyadeo,Aryan Neeraaj Anand,Ankita Bahuguna,Drama Sport,win marathon,"Shubhanshu Satyadeo Aryan Neeraaj Anand Ankita Bahuguna Aryan Neeraaj Anand Drama, Sport"
Sundar C.,Prashanth,Kiran Rathod,Vadivelu,Action Comedy Drama,winner,"Prashanth Kiran Rathod Vadivelu Sundar C. Action, Comedy, Drama"
Rahat Kazmi,Jitendra Rai,Hina Khan,Monica Aggarwal,Drama,wishlist,Jitendra Rai Hina Khan Monica Aggarwal Rahat Kazmi Drama
Kamal Nathani,Pankaj Berry,Parvin Dabas,Sanjeev Giriwer,Drama Romance,with luv... tumhaara,"Pankaj Berry Parvin Dabas Sanjeev Giriwer Kamal Nathani Drama, Romance"
Raj N. Sippy,Priyanshu Chatterjee,Sumeet Goradia,Cleo Isaacs,Crime Drama Thriller,woh,"Priyanshu Chatterjee Sumeet Goradia Cleo Isaacs Raj N. Sippy Crime, Drama, Thriller"
Bapu,Anil Kapoor,Padmini Kolhapure,Naseeruddin Shah,Drama Romance,woh 7 din,"Anil Kapoor Padmini Kolhapure Naseeruddin Shah Bapu Drama, Romance"
Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Pran,Romance,woh jo hasina,Mithun Chakraborty Ranjeeta Kaur Pran Deepak Bahry Romance
Raj Khosla,Sadhana,Manoj Kumar,Parveen Choudhary,Drama Mystery Romance,woh kaun thi?,"Sadhana Manoj Kumar Parveen Choudhary Raj Khosla Drama, Mystery, Romance"
A. Shamsheer,Sohrab Modi,Feroz Khan,Mumtaz,Action Drama Mystery,woh koi aur hoga,"Sohrab Modi Feroz Khan Mumtaz A. Shamsheer Action, Drama, Mystery"
Mohit Suri,Kangana Ranaut,Shiney Ahuja,Shaad Randhawa,Biography Drama Romance,woh lamhe...,"Kangana Ranaut Shiney Ahuja Shaad Randhawa Mohit Suri Biography, Drama, Romance"
Mohan Segal,Navin Nischol,Rekha,Padmini Kapila,Thriller,woh main nahin,Navin Nischol Rekha Padmini Kapila Mohan Segal Thriller
B.R. Ishara,Rajesh Khanna,Farha Naaz,Moon Moon Sen,Horror Mystery Thriller,woh phir aayegi,"Rajesh Khanna Farha Naaz Moon Moon Sen B.R. Ishara Horror, Mystery, Thriller"
Kuku Kohli,Arjan Bajwa,Rajat Bedi,Gaurav Chanana,Romance,woh tera naam tha,Arjan Bajwa Rajat Bedi Gaurav Chanana Kuku Kohli Romance
Vinod Talwar,Rakesh Bedi,Leena Das,Dhanraj,Horror,wohi bhayanak raat,Rakesh Bedi Leena Das Dhanraj Vinod Talwar Horror
B.R. Ishara,Zeenat Aman,Sadashiv Amrapurkar,Savita Bajaj,Action Drama,woman,"Zeenat Aman Sadashiv Amrapurkar Savita Bajaj B.R. Ishara Action, Drama"
Jeet Matharru,Pakhi Hegde,Sukhbir Singh Batth,Nirmal Rishi,Drama Family,woman from the east,"Pakhi Hegde Sukhbir Singh Batth Nirmal Rishi Jeet Matharru Drama, Family"
Hansal Mehta,Sikandar Kher,Neha Oberoi,Arbaaz Khan,Drama Mystery Thriller,woodstock villa,"Sikandar Kher Neha Oberoi Arbaaz Khan Hansal Mehta Drama, Mystery, Thriller"
Ravi Kapoor,Ravi Kapoor,Master Sagar Punjabi,Suresh Oberoi,Crime Drama Sport,world cupp 2011,"Ravi Kapoor Master Sagar Punjabi Suresh Oberoi Ravi Kapoor Crime, Drama, Sport"
Sushmit Ghosh,Rintu Thomas,Meera Devi,Shyamkali Devi,Documentary,writing with fire,Rintu Thomas Meera Devi Shyamkali Devi Sushmit Ghosh Documentary
Jignesh V. Vaishnav,Parvin Dabas,Yash Tonk,Richa Pallod,Mystery Thriller,wrong number,"Parvin Dabas Yash Tonk Richa Pallod Jignesh V. Vaishnav Mystery, Thriller"
Faisal Kapdi,Kapil Arya,Hrishitaa Bhatt,Moin Khan,Thriller,x zone,Kapil Arya Hrishitaa Bhatt Moin Khan Faisal Kapdi Thriller
Hemant Gaba,Pratim D. Gupta,Sudhish Kamath,Nalan Kumarasamy,Drama Mystery Romance,x: past is present,"Pratim D. Gupta Sudhish Kamath Nalan Kumarasamy Hemant Gaba Drama, Mystery, Romance"
N. Chandra,Sharman Joshi,Sahil Khan,Anil Chaudhary,Comedy,xcuse me,Sharman Joshi Sahil Khan Anil Chaudhary N. Chandra Comedy
N. Chandra,Anupam Kher,Atul Kulkarni,Milind Gunaji,Crime Drama Thriller,y.m.i. yeh mera india,"Anupam Kher Atul Kulkarni Milind Gunaji N. Chandra Crime, Drama, Thriller"
Hasnain Hyderabadwala,Indrapal Ahuja,Neha Baam,Vikram Dahiya,Action Crime Drama,ya rab,"Indrapal Ahuja Neha Baam Vikram Dahiya Hasnain Hyderabadwala Action, Crime, Drama"
Deepak Anand,Aditya Pancholi,Rukhsar Rehman,Tinnu Anand,Drama Romance,yaad rakhegi duniya,"Aditya Pancholi Rukhsar Rehman Tinnu Anand Deepak Anand Drama, Romance"
Subhash Ghai,Hrithik Roshan,Jackie Shroff,Kareena Kapoor,Musical Drama Romance,yaadein...,"Hrithik Roshan Jackie Shroff Kareena Kapoor Subhash Ghai Musical, Drama, Romance"
S. Ram Sharma,Nutan,Manoj Kumar,Pran,Musical Adventure Drama,yaadgaar,"Nutan Manoj Kumar Pran S. Ram Sharma Musical, Adventure, Drama"
Narayana Rao Dasari,Sanjeev Kumar,Kamal Haasan,Poonam Dhillon,Action Comedy Drama,yaadgaar,"Sanjeev Kumar Kamal Haasan Poonam Dhillon Narayana Rao Dasari Action, Comedy, Drama"
Salahuddin Parvez,Beena Banerjee,Sulabha Deshpande,Ghazal,Romance,yaadon ka mausam,Beena Banerjee Sulabha Deshpande Ghazal Salahuddin Parvez Romance
Shibu Mitra,Sunil Dutt,Shashi Kapoor,Reena Roy,Drama,yaadon ki zanjeer,Sunil Dutt Shashi Kapoor Reena Roy Shibu Mitra Drama
Ravi K. Chandran,Jiiva,Thulasi Nair,Nassar,Action Thriller,yaan,"Jiiva Thulasi Nair Nassar Ravi K. Chandran Action, Thriller"
Umesh Mehra,Saif Ali Khan,Sweta,Somy Ali,Action Drama,yaar gaddar,"Saif Ali Khan Sweta Somy Ali Umesh Mehra Action, Drama"
Chand,K. Prasad,Zeenat Aman,Raj Babbar,Action,yaar kasam,K. Prasad Zeenat Aman Raj Babbar Chand Action
Atma Ram,Jeetendra,Rakhee Gulzar,Jayant,Action Drama Romance,yaar mera,"Jeetendra Rakhee Gulzar Jayant Atma Ram Action, Drama, Romance"
Ashok Gupta,Mukul Dutt,Amitabh Bachchan,Shatrughan Sinha,Drama Family Musical,yaar meri zindagi,"Mukul Dutt Amitabh Bachchan Shatrughan Sinha Ashok Gupta Drama, Family, Musical"
